corpus_position,source_row_abs,EID_o_identificador,insumo_row,record_chars
39696,39697,2-s2.0-85205540553,39697,2524
39698,39699,2-s2.0-85205537606,39699,2101
39708,39709,2-s2.0-85205374001,39709,1690
39709,39710,2-s2.0-85205372248,39710,2401
39749,39750,2-s2.0-85204872033,39750,2269
39750,39751,2-s2.0-85204801764,39751,2447
39755,39756,2-s2.0-85204762438,39756,1568
39763,39764,2-s2.0-85204552234,39764,2402
39767,39768,2-s2.0-85204502588,39768,2702
39770,39771,2-s2.0-85204425836,39771,2111
39780,39781,2-s2.0-85204372690,39781,2304
39790,39791,2-s2.0-85204302498,39791,1446
39809,39810,2-s2.0-85203880146,39810,2236
39842,39843,2-s2.0-85203341420,39843,1721
39861,39862,2-s2.0-85202925225,39862,1418
39867,39868,2-s2.0-85202882303,39868,1510
39868,39869,2-s2.0-85202845708,39869,1678
39870,39871,2-s2.0-85202834737,39871,1422
39886,39887,2-s2.0-85202526359,39887,1447
39891,39892,2-s2.0-85202453999,39892,1859
39894,39895,2-s2.0-85202209037,39895,1027
39912,39913,2-s2.0-85201958687,39913,1801
39944,39945,2-s2.0-85201399078,39945,1110
39946,39947,2-s2.0-85201394732,39947,957
39973,39974,2-s2.0-85201010806,39974,2183
39983,39984,2-s2.0-85200836142,39984,2247
39984,39985,2-s2.0-85200816872,39985,2183
39993,39994,2-s2.0-85200768255,39994,1905
39996,39997,2-s2.0-85200748492,39997,1290
40002,40003,2-s2.0-85200706188,40003,1571
40007,40008,2-s2.0-85200601697,40008,1449
40011,40012,2-s2.0-85200571133,40012,1230
40016,40017,2-s2.0-85200558590,40017,2508
40038,40039,2-s2.0-85200479773,40039,1735
40045,40046,2-s2.0-85200437562,40046,2658
40049,40050,2-s2.0-85200405169,40050,621
40057,40058,2-s2.0-85200377359,40058,1792
40070,40071,2-s2.0-85200336506,40071,1906
40072,40073,2-s2.0-85200328913,40073,366
40073,40074,2-s2.0-85200326819,40074,867
40074,40075,2-s2.0-85200277140,40075,2830
40078,40079,2-s2.0-85200268858,40079,1210
40107,40108,2-s2.0-85199971979,40108,1341
40112,40113,2-s2.0-85199802173,40113,1458
40115,40116,2-s2.0-85199765387,40116,2111
40116,40117,2-s2.0-85199760174,40117,2751
40121,40122,2-s2.0-85199644029,40122,2226
40125,40126,2-s2.0-85199621275,40126,1166
40143,40144,2-s2.0-85199526049,40144,2402
40192,40193,2-s2.0-85199068996,40193,2633
40206,40207,2-s2.0-85199033283,40207,2353
40210,40211,2-s2.0-85199027722,40211,2250
40212,40213,2-s2.0-85198936056,40213,1718
40236,40237,2-s2.0-85198392420,40237,2390
40253,40254,2-s2.0-85198343448,40254,1253
40254,40255,2-s2.0-85198333745,40255,1274
40255,40256,2-s2.0-85198333330,40256,1238
40258,40259,2-s2.0-85198308559,40259,1604
40260,40261,2-s2.0-85198227216,40261,949
40279,40280,2-s2.0-85197922351,40280,704
40302,40303,2-s2.0-85197489052,40303,2155
40318,40319,2-s2.0-85197236407,40319,914
40332,40333,2-s2.0-85196876471,40333,2364
40340,40341,2-s2.0-85196756664,40341,2121
40341,40342,2-s2.0-85196755831,40342,2178
40346,40347,2-s2.0-85196650854,40347,1918
40359,40360,2-s2.0-85196260018,40360,1766
40380,40381,2-s2.0-85195833545,40381,2364
40394,40395,2-s2.0-85195553392,40395,713
40395,40396,2-s2.0-85195542147,40396,1403
40414,40415,2-s2.0-85195290120,40415,1861
40421,40422,2-s2.0-85195148219,40422,1871
40425,40426,2-s2.0-85195065173,40426,1651
40428,40429,2-s2.0-85194960880,40429,1175
40442,40443,2-s2.0-85194487641,40443,2140
40455,40456,2-s2.0-85194242912,40456,1719
40477,40478,2-s2.0-85193748868,40478,2302
40478,40479,2-s2.0-85193742295,40479,1643
40489,40490,2-s2.0-85193467902,40490,1922
40493,40494,2-s2.0-85193264571,40494,1799
40496,40497,2-s2.0-85193255702,40497,3404
40513,40514,2-s2.0-85192879039,40514,1542
40540,40541,2-s2.0-85192296881,40541,2572
40543,40544,2-s2.0-85192250814,40544,1578
40547,40548,2-s2.0-85192184761,40548,2249
40548,40549,2-s2.0-85192167567,40549,1335
40551,40552,2-s2.0-85192137546,40552,2301
40555,40556,2-s2.0-85192020834,40556,1386
40565,40566,2-s2.0-85191971655,40566,1958
40570,40571,2-s2.0-85191851938,40571,988
40609,40610,2-s2.0-85190880703,40610,2087
40621,40622,2-s2.0-85190369061,40622,1554
40643,40644,2-s2.0-85189862405,40644,3399
40656,40657,2-s2.0-85189535883,40657,1944
40668,40669,2-s2.0-85189433780,40669,2206
40670,40671,2-s2.0-85189368987,40671,2661
40673,40674,2-s2.0-85189342935,40674,1597
40688,40689,2-s2.0-85188959879,40689,2156
40689,40690,2-s2.0-85188959555,40690,1948
40711,40712,2-s2.0-85188331670,40712,1292
40714,40715,2-s2.0-85188320906,40715,2203
40715,40716,2-s2.0-85188297631,40716,1613
40719,40720,2-s2.0-85188238713,40720,1683
40720,40721,2-s2.0-85188139570,40721,1564
40722,40723,2-s2.0-85188127101,40723,1849
40731,40732,2-s2.0-85187882564,40732,328
40778,40779,2-s2.0-85186725430,40779,2782
40790,40791,2-s2.0-85186565578,40791,1672
40793,40794,2-s2.0-85186464952,40794,1318
40802,40803,2-s2.0-85186361834,40803,1875
40817,40818,2-s2.0-85185711985,40818,1854
40825,40826,2-s2.0-85185592249,40826,1469
40838,40839,2-s2.0-85185335694,40839,1453
40864,40865,2-s2.0-85184804036,40865,1830
40875,40876,2-s2.0-85184419112,40876,2106
40876,40877,2-s2.0-85184398974,40877,1862
40883,40884,2-s2.0-85184320545,40884,2166
40897,40898,2-s2.0-85184109181,40898,2166
40908,40909,2-s2.0-85183514117,40909,448
40913,40914,2-s2.0-85183397992,40914,2816
40921,40922,2-s2.0-85183161649,40922,1523
40925,40926,2-s2.0-85183110169,40926,1909
40940,40941,2-s2.0-85182734519,40941,1494
40945,40946,2-s2.0-85182352648,40946,2260
40969,40970,2-s2.0-85180828486,40970,2230
40995,40996,2-s2.0-85179031288,40996,1517
41010,41011,2-s2.0-85176229712,41011,1431
41025,41026,2-s2.0-85174807812,41026,2127
41037,41038,2-s2.0-85173774821,41038,1661
41047,41048,2-s2.0-85171388911,41048,2116
41050,41051,2-s2.0-85170290635,41051,1591
41060,41061,2-s2.0-85168283821,41061,2303
41074,41075,2-s2.0-85163615629,41075,1085
41076,41077,2-s2.0-85163009868,41077,1722
41097,41098,2-s2.0-85153823072,41098,1522
41098,41099,2-s2.0-85153594748,41099,1514
41099,41100,2-s2.0-85153585045,41100,1007
41104,41105,2-s2.0-85152368427,41105,1157
41118,41119,2-s2.0-85148654276,41119,1500
41144,41145,2-s2.0-85144254843,41145,2072
41160,41161,2-s2.0-85139252826,41161,1365
41162,41163,2-s2.0-85139123124,41163,1844
41163,41164,2-s2.0-85139069538,41164,2485
41166,41167,2-s2.0-85138236266,41167,2423
41168,41169,2-s2.0-85137109187,41169,1631
41170,41171,2-s2.0-85136135535,41171,1407
41175,41176,2-s2.0-85135141417,41176,1739
41188,41189,2-s2.0-85130262601,41189,1831
41194,41195,2-s2.0-85128230105,41195,1135
41200,41201,2-s2.0-85125314606,41201,1092
41202,41203,2-s2.0-85124291499,41203,1257
41210,41211,2-s2.0-85118461951,41211,1808
41231,41232,2-s2.0-105009581008,41232,1643
41248,41249,2-s2.0-105007596326,41249,1533
41262,41263,2-s2.0-105006744010,41263,1993
41264,41265,2-s2.0-105005956692,41265,2516
41265,41266,2-s2.0-105005907132,41266,2032
41286,41287,2-s2.0-105005829563,41287,720
41292,41293,2-s2.0-105005827366,41293,1559
41326,41327,2-s2.0-105004532742,41327,1618
41332,41333,2-s2.0-105004520097,41333,2174
41335,41336,2-s2.0-105004509012,41336,2265
41348,41349,2-s2.0-105003837076,41349,2142
41372,41373,2-s2.0-105002200969,41373,1277
41388,41389,2-s2.0-105001663886,41389,2286
41390,41391,2-s2.0-105001662247,41391,1719
41400,41401,2-s2.0-105000812743,41401,3280
41402,41403,2-s2.0-105000805444,41403,1834
41423,41424,2-s2.0-105000716590,41424,2878
41432,41433,2-s2.0-105000697523,41433,2099
41433,41434,2-s2.0-105000695231,41434,3862
41449,41450,2-s2.0-105000618974,41450,1881
41453,41454,2-s2.0-105000583962,41454,1397
41473,41474,2-s2.0-85180867517,41474,1900
41494,41495,2-s2.0-85183502407,41495,1504
41506,41507,2-s2.0-85182290018,41507,1142
41523,41524,2-s2.0-85187870386,41524,1892
41532,41533,2-s2.0-85184172754,41533,896
41542,41543,2-s2.0-85181772171,41543,1966
41545,41546,2-s2.0-85181761471,41546,2146
41564,41565,2-s2.0-85179905638,41565,1558
41569,41570,2-s2.0-85179772943,41570,1897
41579,41580,2-s2.0-85178563642,41580,1485
41580,41581,2-s2.0-85178417893,41581,1221
41585,41586,2-s2.0-85177440375,41586,2366
41603,41604,2-s2.0-85175066064,41604,2755
41626,41627,2-s2.0-85171485807,41627,1805
41637,41638,2-s2.0-85167758081,41638,2580
41640,41641,2-s2.0-85167462322,41641,1610
41650,41651,2-s2.0-85164157321,41651,2851
41659,41660,2-s2.0-85161910066,41660,2937
41671,41672,2-s2.0-85158832034,41672,2030
41674,41675,2-s2.0-85152714441,41675,1705
41720,41721,2-s2.0-85175673920,41721,1758
41732,41733,2-s2.0-85197402208,41733,1185
41754,41755,2-s2.0-105001582191,41755,2268
41756,41757,2-s2.0-105001561257,41757,2198
41762,41763,2-s2.0-85196215098,41763,1644
41766,41767,2-s2.0-85183097230,41767,3273
41767,41768,2-s2.0-85182458072,41768,3821
41775,41776,2-s2.0-85179107131,41776,2573
41800,41801,2-s2.0-85176399763,41801,2088
41811,41812,2-s2.0-85173676403,41812,1884
41829,41830,2-s2.0-85165718148,41830,1649
41832,41833,2-s2.0-85160052269,41833,1818
41835,41836,2-s2.0-85158104609,41836,1607
41846,41847,2-s2.0-85150527416,41847,3039
41855,41856,2-s2.0-85101146587,41856,1523
41883,41884,2-s2.0-85181674161,41884,1379
41893,41894,2-s2.0-85175662050,41894,1278
41910,41911,2-s2.0-85219680290,41911,1468
41916,41917,2-s2.0-85180880535,41917,1306
41918,41919,2-s2.0-85178929399,41919,1731
41922,41923,2-s2.0-85177062921,41923,1450
41967,41968,2-s2.0-85165673690,41968,2022
41973,41974,2-s2.0-85164455640,41974,1622
42003,42004,2-s2.0-85142936942,42004,1805
42031,42032,2-s2.0-85197635998,42032,1140
42037,42038,2-s2.0-85173001593,42038,2051
42044,42045,2-s2.0-85175363238,42045,1326
42052,42053,2-s2.0-85173680254,42053,1092
42092,42093,2-s2.0-85174733481,42093,1695
42099,42100,2-s2.0-85173963581,42100,1319
42106,42107,2-s2.0-85172827681,42107,2960
42110,42111,2-s2.0-85172147494,42111,1813
42114,42115,2-s2.0-85172093631,42115,1358
42147,42148,2-s2.0-85163974791,42148,1932
42150,42151,2-s2.0-85162949015,42151,1972
42161,42162,2-s2.0-85153218840,42162,2366
42191,42192,2-s2.0-105012426208,42192,1503
42199,42200,2-s2.0-85180132201,42200,1932
42200,42201,2-s2.0-85180125748,42201,1355
42202,42203,2-s2.0-85180124989,42203,1618
42210,42211,2-s2.0-85174197699,42211,1165
42224,42225,2-s2.0-85176791762,42225,1246
42226,42227,2-s2.0-85176777445,42227,2451
42250,42251,2-s2.0-85169090649,42251,1918
42255,42256,2-s2.0-85168796197,42256,2735
42261,42262,2-s2.0-85168008651,42262,2345
42264,42265,2-s2.0-85167599469,42265,2158
42293,42294,2-s2.0-85147389643,42294,1757
42329,42330,2-s2.0-85168910849,42330,1111
42334,42335,2-s2.0-85174256781,42335,1747
42335,42336,2-s2.0-85174245800,42336,1967
42345,42346,2-s2.0-85165278041,42346,1701
42354,42355,2-s2.0-85205237650,42355,1222
42389,42390,2-s2.0-85167919574,42390,1624
42392,42393,2-s2.0-85166426730,42393,1691
42418,42419,2-s2.0-85151993197,42419,1373
42428,42429,2-s2.0-85145860181,42429,1727
42443,42444,2-s2.0-85101130749,42444,1475
42447,42448,2-s2.0-85167328774,42448,1401
42476,42477,2-s2.0-85172150532,42477,2903
42478,42479,2-s2.0-85172147362,42479,1310
42479,42480,2-s2.0-85172145557,42480,2634
42485,42486,2-s2.0-85172143385,42486,2988
42498,42499,2-s2.0-85172123827,42499,2886
42513,42514,2-s2.0-85172105154,42514,1975
42522,42523,2-s2.0-85172098499,42523,1818
42537,42538,2-s2.0-85172084629,42538,3043
42580,42581,2-s2.0-85166986287,42581,1838
42587,42588,2-s2.0-85166953330,42588,1741
42600,42601,2-s2.0-85166911719,42601,1780
42618,42619,2-s2.0-85163351470,42619,1907
42623,42624,2-s2.0-85202968892,42624,1038
42625,42626,2-s2.0-85189051509,42626,2051
42626,42627,2-s2.0-85188547358,42627,1857
42628,42629,2-s2.0-85180976090,42629,2396
42631,42632,2-s2.0-85174169628,42632,1984
42644,42645,2-s2.0-85165493421,42645,1747
42662,42663,2-s2.0-85163653884,42663,1494
42666,42667,2-s2.0-85163360071,42667,2390
42674,42675,2-s2.0-85161193673,42675,1296
42689,42690,2-s2.0-85150520432,42690,2157
42705,42706,2-s2.0-85146959604,42706,904
42720,42721,2-s2.0-85140958030,42721,1879
42731,42732,2-s2.0-85128067849,42732,2062
42735,42736,2-s2.0-85125283469,42736,1917
42740,42741,2-s2.0-85149445197,42741,2094
42741,42742,2-s2.0-85161232511,42742,1443
42754,42755,2-s2.0-85159741290,42755,408
42756,42757,2-s2.0-85156249620,42757,1517
42769,42770,2-s2.0-85165315727,42770,2181
42774,42775,2-s2.0-85162874383,42775,2039
42777,42778,2-s2.0-85161135578,42778,1648
42783,42784,2-s2.0-85160262110,42784,1667
42792,42793,2-s2.0-85159464777,42793,1877
42797,42798,2-s2.0-85158916285,42798,2246
42813,42814,2-s2.0-85148633169,42814,1163
42836,42837,2-s2.0-85159666588,42837,2163
42840,42841,2-s2.0-85159814091,42841,914
42845,42846,2-s2.0-85153802736,42846,2630
42848,42849,2-s2.0-85158163756,42849,2252
42856,42857,2-s2.0-85156155438,42857,1658
42873,42874,2-s2.0-85162243879,42874,1961
42886,42887,2-s2.0-85158113227,42887,1895
42906,42907,2-s2.0-85153502142,42907,1577
42926,42927,2-s2.0-85148674013,42927,1814
42934,42935,2-s2.0-85147090111,42935,2602
42947,42948,2-s2.0-85140760799,42948,1784
42978,42979,2-s2.0-85151508013,42979,1363
42979,42980,2-s2.0-85163582923,42980,1387
43001,43002,2-s2.0-85150419641,43002,1576
43007,43008,2-s2.0-85150341146,43008,1518
43013,43014,2-s2.0-85149725185,43014,1710
43045,43046,2-s2.0-85164675472,43046,1680
43047,43048,2-s2.0-85162050645,43048,3989
43058,43059,2-s2.0-85153747445,43059,1867
43065,43066,2-s2.0-85151402311,43066,1375
43066,43067,2-s2.0-85151360363,43067,3127
43075,43076,2-s2.0-85151073896,43076,1669
43101,43102,2-s2.0-85147206818,43102,1640
43111,43112,2-s2.0-85145096726,43112,2366
43117,43118,2-s2.0-85144125056,43118,675
43130,43131,2-s2.0-85136472249,43131,2152
43131,43132,2-s2.0-85135615819,43132,1812
43134,43135,2-s2.0-85129272281,43135,1737
43135,43136,2-s2.0-85129269092,43136,1520
43141,43142,2-s2.0-85125242902,43142,1346
43147,43148,2-s2.0-85114938028,43148,2391
43162,43163,2-s2.0-85151895969,43163,1121
43177,43178,2-s2.0-85148640296,43178,302
43182,43183,2-s2.0-85148628385,43183,1023
43189,43190,2-s2.0-85148583167,43190,1155
43193,43194,2-s2.0-85148519121,43194,2741
43201,43202,2-s2.0-85164198594,43202,1763
43202,43203,2-s2.0-85164177762,43203,1268
43218,43219,2-s2.0-85148964637,43219,3098
43219,43220,2-s2.0-85148911954,43220,1953
43225,43226,2-s2.0-85148712288,43226,1899
43253,43254,2-s2.0-85141792873,43254,2026
43277,43278,2-s2.0-85126370310,43278,2410
43285,43286,2-s2.0-85103663718,43286,1762
43291,43292,2-s2.0-85147309234,43292,1431
43293,43294,2-s2.0-85147300556,43294,3104
43296,43297,2-s2.0-85147292998,43297,1657
43297,43298,2-s2.0-85147291763,43298,1421
43299,43300,2-s2.0-85147280497,43300,1564
43307,43308,2-s2.0-85147266604,43308,1255
43310,43311,2-s2.0-85147144036,43311,2715
43321,43322,2-s2.0-85146513230,43322,2468
43328,43329,2-s2.0-85140978412,43329,2104
43341,43342,2-s2.0-85146508854,43342,1686
43384,43385,2-s2.0-85205544637,43385,1757
43389,43390,2-s2.0-85204983512,43390,1313
43390,43391,2-s2.0-85204765165,43391,1731
43393,43394,2-s2.0-85204189810,43394,1320
43410,43411,2-s2.0-85197820610,43411,1520
43427,43428,2-s2.0-85195979467,43428,1524
43440,43441,2-s2.0-85194753424,43441,1183
43459,43460,2-s2.0-85193001895,43460,1218
43468,43469,2-s2.0-85192062723,43469,1878
43500,43501,2-s2.0-85188464868,43501,1599
43508,43509,2-s2.0-85187927041,43509,1486
43528,43529,2-s2.0-85186649644,43529,2179
43535,43536,2-s2.0-85186379531,43536,2047
43549,43550,2-s2.0-85185820390,43550,2031
43562,43563,2-s2.0-85185217367,43563,1860
43595,43596,2-s2.0-85184139899,43596,1820
43600,43601,2-s2.0-85183873752,43601,1588
43614,43615,2-s2.0-85183039861,43615,2578
43629,43630,2-s2.0-85182996856,43630,2717
43633,43634,2-s2.0-85182988255,43634,2766
43637,43638,2-s2.0-85182981693,43638,2661
43661,43662,2-s2.0-85182475508,43662,801
43664,43665,2-s2.0-85182356597,43665,2082
43670,43671,2-s2.0-85182313414,43671,2023
43682,43683,2-s2.0-85181840625,43683,1985
43701,43702,2-s2.0-85181236903,43702,3285
43707,43708,2-s2.0-85180992430,43708,1520
43734,43735,2-s2.0-85180789411,43735,1166
43737,43738,2-s2.0-85180779662,43738,362
43739,43740,2-s2.0-85180776455,43740,298
43754,43755,2-s2.0-85180753388,43755,1004
43775,43776,2-s2.0-85180498944,43776,1003
43776,43777,2-s2.0-85180486908,43777,1173
43777,43778,2-s2.0-85180484060,43778,1586
43821,43822,2-s2.0-85179846607,43822,2240
43835,43836,2-s2.0-85179738771,43836,870
43872,43873,2-s2.0-85178943312,43873,2196
43879,43880,2-s2.0-85178516292,43880,1212
43881,43882,2-s2.0-85178505865,43882,1933
43891,43892,2-s2.0-85178342698,43892,1156
43922,43923,2-s2.0-85177470596,43923,204
43927,43928,2-s2.0-85177235196,43928,700
43950,43951,2-s2.0-85176473765,43951,2980
43959,43960,2-s2.0-85176366270,43960,1363
43960,43961,2-s2.0-85176344062,43961,1207
43974,43975,2-s2.0-85175981735,43975,1301
43975,43976,2-s2.0-85175980818,43976,901
43982,43983,2-s2.0-85175814667,43983,2052
43983,43984,2-s2.0-85175811205,43984,2338
44021,44022,2-s2.0-85175029417,44022,1764
44028,44029,2-s2.0-85174831265,44029,2130
44049,44050,2-s2.0-85174520662,44050,1575
44073,44074,2-s2.0-85174228661,44074,1484
44078,44079,2-s2.0-85174143569,44079,1096
44090,44091,2-s2.0-85173926686,44091,1283
44091,44092,2-s2.0-85173918791,44092,2484
44096,44097,2-s2.0-85173843942,44097,1460
44102,44103,2-s2.0-85173792859,44103,1588
44108,44109,2-s2.0-85173707560,44109,1256
44116,44117,2-s2.0-85173648516,44117,1575
44117,44118,2-s2.0-85173642343,44118,1648
44121,44122,2-s2.0-85173624272,44122,3392
44123,44124,2-s2.0-85173621912,44124,1298
44129,44130,2-s2.0-85173558863,44130,1673
44132,44133,2-s2.0-85173416264,44133,2220
44137,44138,2-s2.0-85173290390,44138,2769
44140,44141,2-s2.0-85173099015,44141,1153
44158,44159,2-s2.0-85172694325,44159,1804
44170,44171,2-s2.0-85172247432,44171,1861
44172,44173,2-s2.0-85172224442,44173,2069
44176,44177,2-s2.0-85172152691,44177,1523
44182,44183,2-s2.0-85172028852,44183,1976
44198,44199,2-s2.0-85171584437,44199,1747
44201,44202,2-s2.0-85171561158,44202,1879
44202,44203,2-s2.0-85171503292,44203,1840
44206,44207,2-s2.0-85171442821,44207,2330
44209,44210,2-s2.0-85171303465,44210,1185
44215,44216,2-s2.0-85171169495,44216,1363
44217,44218,2-s2.0-85171160792,44218,2336
44237,44238,2-s2.0-85170213397,44238,2084
44238,44239,2-s2.0-85170198239,44239,2435
44240,44241,2-s2.0-85170170118,44241,1007
44250,44251,2-s2.0-85169931260,44251,2512
44262,44263,2-s2.0-85169904304,44263,1675
44293,44294,2-s2.0-85169798569,44294,1342
44296,44297,2-s2.0-85169787251,44297,2604
44299,44300,2-s2.0-85169702236,44300,2723
44318,44319,2-s2.0-85169355491,44319,3151
44320,44321,2-s2.0-85169333103,44321,1863
44321,44322,2-s2.0-85169043912,44322,1610
44350,44351,2-s2.0-85168627106,44351,2032
44360,44361,2-s2.0-85168332615,44361,887
44362,44363,2-s2.0-85168292486,44363,2469
44365,44366,2-s2.0-85168202968,44366,1618
44368,44369,2-s2.0-85168128318,44369,1732
44378,44379,2-s2.0-85167888212,44379,1354
44389,44390,2-s2.0-85167721588,44390,1799
44406,44407,2-s2.0-85167435050,44407,868
44410,44411,2-s2.0-85167405248,44411,960
44420,44421,2-s2.0-85166773676,44421,1696
44425,44426,2-s2.0-85166630806,44426,1364
44437,44438,2-s2.0-85166215562,44438,1095
44458,44459,2-s2.0-85165669412,44459,1765
44459,44460,2-s2.0-85165665757,44460,2503
44461,44462,2-s2.0-85165655502,44462,2312
44495,44496,2-s2.0-85165008224,44496,1404
44510,44511,2-s2.0-85164750598,44511,1154
44518,44519,2-s2.0-85164598450,44519,1964
44527,44528,2-s2.0-85164471071,44528,2111
44536,44537,2-s2.0-85164400985,44537,2112
44537,44538,2-s2.0-85164366183,44538,1300
44538,44539,2-s2.0-85164347202,44539,2558
44541,44542,2-s2.0-85164178148,44542,1178
44557,44558,2-s2.0-85163833928,44558,1728
44569,44570,2-s2.0-85163797382,44570,1478
44571,44572,2-s2.0-85163783425,44572,2192
44581,44582,2-s2.0-85163471058,44582,1778
44594,44595,2-s2.0-85163322734,44595,1829
44601,44602,2-s2.0-85163147727,44602,3565
44615,44616,2-s2.0-85162804725,44616,1074
44619,44620,2-s2.0-85162773099,44620,1562
44628,44629,2-s2.0-85162658914,44629,2072
44652,44653,2-s2.0-85161479228,44653,2206
44660,44661,2-s2.0-85161377129,44661,1468
44662,44663,2-s2.0-85161338039,44663,2470
44677,44678,2-s2.0-85161138719,44678,1781
44678,44679,2-s2.0-85161016015,44679,2430
44702,44703,2-s2.0-85160297136,44703,2235
44711,44712,2-s2.0-85159960563,44712,1154
44714,44715,2-s2.0-85159938590,44715,1270
44717,44718,2-s2.0-85159905993,44718,1626
44729,44730,2-s2.0-85159822004,44730,2488
44732,44733,2-s2.0-85159780209,44733,1601
44734,44735,2-s2.0-85159719324,44735,1016
44738,44739,2-s2.0-85159577428,44739,1530
44749,44750,2-s2.0-85159150655,44750,1041
44771,44772,2-s2.0-85158153067,44772,2060
44787,44788,2-s2.0-85156167750,44788,1634
44796,44797,2-s2.0-85153887936,44797,1468
44801,44802,2-s2.0-85153866804,44802,1490
44810,44811,2-s2.0-85153765245,44811,1414
44831,44832,2-s2.0-85153387141,44832,1293
44841,44842,2-s2.0-85153255623,44842,1500
44846,44847,2-s2.0-85153219404,44847,1808
44856,44857,2-s2.0-85152783603,44857,2011
44869,44870,2-s2.0-85152526627,44870,1449
44880,44881,2-s2.0-85152394943,44881,1074
44895,44896,2-s2.0-85152234398,44896,1662
44911,44912,2-s2.0-85151445703,44912,2223
44913,44914,2-s2.0-85151294826,44914,2627
44923,44924,2-s2.0-85151064582,44924,2082
44927,44928,2-s2.0-85151054454,44928,2122
44935,44936,2-s2.0-85150875524,44936,1492
44938,44939,2-s2.0-85150750337,44939,1022
44966,44967,2-s2.0-85149839481,44967,1754
44978,44979,2-s2.0-85149582863,44979,2471
44981,44982,2-s2.0-85149550724,44982,1287
44991,44992,2-s2.0-85149328876,44992,2108
44996,44997,2-s2.0-85148855060,44997,1686
45003,45004,2-s2.0-85148685135,45004,1808
45031,45032,2-s2.0-85147595118,45032,1368
45056,45057,2-s2.0-85146453974,45057,1474
45074,45075,2-s2.0-85145953169,45075,2002
45076,45077,2-s2.0-85145901430,45077,1521
45084,45085,2-s2.0-85145458839,45085,1881
45090,45091,2-s2.0-85145039529,45091,1345
45105,45106,2-s2.0-85143800280,45106,1535
45128,45129,2-s2.0-85141601225,45129,1278
45160,45161,2-s2.0-85137974303,45161,1306
45172,45173,2-s2.0-85136284157,45173,1457
45206,45207,2-s2.0-85130596801,45207,1319
45210,45211,2-s2.0-85129830709,45211,1182
45212,45213,2-s2.0-85129313773,45213,1338
45214,45215,2-s2.0-85129196827,45215,2047
45222,45223,2-s2.0-85127580998,45223,1783
45235,45236,2-s2.0-85122888378,45236,1389
45237,45238,2-s2.0-85122670281,45238,1808
45241,45242,2-s2.0-85121772178,45242,1588
45246,45247,2-s2.0-85121356988,45247,1908
45292,45293,2-s2.0-85109712290,45293,1357
45293,45294,2-s2.0-85109337716,45294,1839
45297,45298,2-s2.0-85107337740,45298,1218
45312,45313,2-s2.0-85100594573,45313,1644
45333,45334,2-s2.0-105005962349,45334,1632
45357,45358,2-s2.0-105005937947,45358,1256
45364,45365,2-s2.0-85145885726,45365,837
45365,45366,2-s2.0-85105133338,45366,2648
45368,45369,2-s2.0-85146731007,45369,1653
45378,45379,2-s2.0-85146650476,45379,1890
45385,45386,2-s2.0-85145671455,45386,2076
45409,45410,2-s2.0-85144161223,45410,1700
45417,45418,2-s2.0-85144135855,45418,321
45424,45425,2-s2.0-85144118317,45425,1818
45454,45455,2-s2.0-85152787571,45455,1052
45460,45461,2-s2.0-85152428533,45461,1314
45485,45486,2-s2.0-85145426002,45486,1494
45487,45488,2-s2.0-85145186476,45488,1638
45488,45489,2-s2.0-85145177475,45489,2179
45500,45501,2-s2.0-85144691403,45501,1195
45503,45504,2-s2.0-85144651544,45504,1918
45510,45511,2-s2.0-85143974793,45511,1736
45513,45514,2-s2.0-85143789623,45514,1432
45521,45522,2-s2.0-85143117849,45522,890
45535,45536,2-s2.0-85141171325,45536,1959
45539,45540,2-s2.0-85140832574,45540,2200
45554,45555,2-s2.0-85139324281,45555,1677
45578,45579,2-s2.0-85135924428,45579,1727
45583,45584,2-s2.0-85135329384,45584,1723
45608,45609,2-s2.0-85130338753,45609,1282
45610,45611,2-s2.0-85129928583,45611,2923
45660,45661,2-s2.0-85144076795,45661,1481
45667,45668,2-s2.0-85144050701,45668,3173
45668,45669,2-s2.0-85144041769,45669,1705
45683,45684,2-s2.0-85151048664,45684,2209
45688,45689,2-s2.0-85144047837,45689,1355
45704,45705,2-s2.0-85142927747,45705,2051
45716,45717,2-s2.0-85209084331,45717,1090
45721,45722,2-s2.0-85177057591,45722,3921
45750,45751,2-s2.0-85143428748,45751,1683
45761,45762,2-s2.0-85141855710,45762,1572
45780,45781,2-s2.0-85137463989,45781,2217
45783,45784,2-s2.0-85136599216,45784,3113
45798,45799,2-s2.0-85130919708,45799,1798
45801,45802,2-s2.0-85126435128,45802,1694
45812,45813,2-s2.0-85088820072,45813,1049
45816,45817,2-s2.0-85153997254,45817,966
45818,45819,2-s2.0-85153996832,45819,1444
45822,45823,2-s2.0-85153995971,45823,830
45847,45848,2-s2.0-85143561286,45848,1725
45862,45863,2-s2.0-85138902991,45863,1027
45892,45893,2-s2.0-85140897586,45893,1887
45901,45902,2-s2.0-85140484785,45902,2222
45916,45917,2-s2.0-85139921875,45917,1997
45922,45923,2-s2.0-85139733106,45923,1757
45924,45925,2-s2.0-85139571856,45925,2807
45930,45931,2-s2.0-85138392985,45931,1654
45931,45932,2-s2.0-85138212145,45932,1960
45939,45940,2-s2.0-85135102190,45940,1746
45943,45944,2-s2.0-85131965828,45944,2269
45957,45958,2-s2.0-85123237941,45958,1342
